縣市,區域,店名,地址,電話,LINE聯絡方式,網站,地圖連結
台南市,中西區,台南美甲台南美睫 菩蕾蒂美學空間Pretty Art Space,700台灣台南市中西區西門路二段300巷35號號,0938 123 951,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJjXzr4WN2bjQRSHaBb3IC9X4
台南市,中西區,Bess nails 貝絲美甲,711台灣台南市歸仁區仁愛十街31號,N/A,N/A,https://zh-tw.facebook.com/pg/bessnails/posts/?ref=page_internal,https://www.google.com/maps/place/?q=place_id:ChIJ92RVcAVxbjQRNDR3ZzJ3rbI
台南市,中西區,A10 studio® 台南美甲,700台灣台南市中西區友愛東街26號,N/A,N/A,https://linktr.ee/26x37,https://www.google.com/maps/place/?q=place_id:ChIJfw7_jIB3bjQRRvPAY9Gv7Yg
台南市,中西區,Kumo&Shiroi美睫美甲工作室,701台灣台南市東區林森路二段190巷6弄42號,N/A,N/A,https://linktr.ee/kumoshiroi,https://www.google.com/maps/place/?q=place_id:ChIJXbowh893bjQR__omJbMqXh8
台南市,中西區,珍珍美學（美甲/美容/翹睫）,710台灣台南市永康區鹽行路208號,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJyRtGMEh3bjQRWBapSi1HAOk
台南市,中西區,ZM NAIL 蒔覓 . 台南美甲 | 美甲教學,701台灣台南市東區東門路一段156巷17號,0925 737 837,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJZ7q-rPZ3bjQRevIJOoeH5cM
台南市,中西區,台南東區莎露莎 美甲 手足保養 凝膠優惠,701台灣台南市東區怡東路77號,N/A,N/A,https://www.facebook.com/363nails/,https://www.google.com/maps/place/?q=place_id:ChIJx8MtnZV2bjQRB5qsqOZiMXE
台南市,中西區,Ice美學_美甲/美睫/除毛/紋綉/專業課程教學,710台灣台南市永康區中華路619巷22弄7號,06 243 4833,N/A,https://www.instagram.com/ice88107?igsh=MXJiNjZjZnFjbXJpYw==,https://www.google.com/maps/place/?q=place_id:ChIJHWQYssF3bjQRkP-UQFxWRRE
台南市,中西區,WE MEET studio 美甲沙龍,701台灣台南市東區崇善十一街54巷6號,N/A,N/A,https://instagram.com/wemeetstudio?igshid=NWRhNmQxMjQ=,https://www.google.com/maps/place/?q=place_id:ChIJ89xSNqF1bjQRklZmYRi59ng
台南市,中西區,維多莉亞美甲美學,700台灣台南市中西區金華路三段162號,06 223 3519,N/A,https://www.facebook.com/apple19860804,https://www.google.com/maps/place/?q=place_id:ChIJdepih2V2bjQRmqjI7cNMjts
台南市,中西區,台南美甲| Xuan。畫甲|手足保養|凝膠美甲,701台灣台南市東區崇德十七街73之3號,0989 266 786,N/A,https://line.me/ti/p/ZjAHZscBhH,https://www.google.com/maps/place/?q=place_id:ChIJX6YqaQl1bjQRzHdpRDBoHWE
台南市,中西區,斯朵利美甲美學概念館(台南金華館),702台灣台南市南區金華路二段242號,06 263 6097,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJjS6UzZ11bjQRBtTQhuagP3U
台南市,中西區,Rei美甲精緻保養 ｜卷甲矯正｜手足保養｜問題甲護理｜卷甲矯正｜除毛｜霧眉｜霧唇｜美瞳眼線,717台灣台南市仁德區德善路72-3號,0953 077 621,N/A,https://instagram.com/rei_621nail?utm_medium=copy_link,https://www.google.com/maps/place/?q=place_id:ChIJxy_ZXJR1bjQRwZL22YuKNU8
台南市,中西區,Miruru nail studio-台南美甲-安平區美甲、凝膠美甲、手足保養、咬甲矯正、霧眉（完全預約制）,708台灣台南市安平區建平七街560號,N/A,@gpi0459u,https://line.me/R/ti/p/@gpi0459u,https://www.google.com/maps/place/?q=place_id:ChIJYVLL2jd3bjQR7jfseVHP37Q
台南市,中西區,Verna Nail 美甲,710台灣台南市永康區復國一路178號,0983 319 982,N/A,https://instabio.cc/3031202fc6ed1,https://www.google.com/maps/place/?q=place_id:ChIJ-W6_r0N3bjQRMgfJCRLkjJA
台南市,中西區,台南東區美甲 cezanne納塞尚美甲美學 手足保養,701台灣台南市東區富農街一段131巷48號,06 288 0718,N/A,https://sites.google.com/view/una0718?usp=sharing,https://www.google.com/maps/place/?q=place_id:ChIJG3ciIJp3bjQRBamfiBjamP4
台南市,中西區,Lady B Beauty Salon/貝芮兒/美甲美睫采耳,701台灣台南市東區富農街一段199巷1號,06 267 6025,N/A,https://instagram.com/lady_b_beautysalon?igshid=106sc1qustdd,https://www.google.com/maps/place/?q=place_id:ChIJnQICLg93bjQR1-5R4isw4-4
台南市,中西區,Solaso nail 手拉手台南美甲,701台灣台南市東區光明街86號,N/A,N/A,http://www.facebook.com/solasonail,https://www.google.com/maps/place/?q=place_id:ChIJv5YHYNB3bjQRKDj0YWOxliE
台南市,中西區,斯朵利美甲美學概念館(台南中山南店),71075台灣台南市永康區中山南路8號,06 302 1190,@.,N/A,https://www.google.com/maps/place/?q=place_id:ChIJiddkXuB3bjQR9Zz15mB3qQs
台南市,中西區,台南東寧店彼堤瑞兒精緻美甲美睫（Tainannail&Lash),701台灣台南市東區東寧路552號,06 235 9298,N/A,https://www.beautyrealm.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJwZOhSLx2bjQR5_BSbOWKYPU
台南市,中西區,Wen Nail指甲藝術莊園｜台南美甲推薦｜永康美甲推薦｜台南美甲教學推薦｜永康美甲教學推薦,710台灣台南市永康區永正路81-11號,N/A,N/A,https://rink.cc/cxt6k,https://www.google.com/maps/place/?q=place_id:ChIJOdLQHPxxbjQRKmdzu38kHzw
台南市,中西區,拉布姍日式藝術指甲,701台灣台南市東區民族路一段86號,06 237 8628,N/A,https://sandra8688.pixnet.net/blog/post/29561488-%E5%8F%B0%E5%8D%97%E7%BE%8E%E7%94%B2-o0%E6%8B%89%E5%B8%83%E5%A7%8D%E6%97%A5%E5%BC%8F%E8%97%9D%E8%A1%93%E7%BE%8E%E7%94%B20o-%E5%83%B9%E7%9B%AE%E8%A1%A8,https://www.google.com/maps/place/?q=place_id:ChIJS3mqLYx2bjQRYQYqaMxcxsE
台南市,中西區,O.range Nail Studio 橙子美甲,71076台灣台南市永康區龍中街707巷33號,N/A,N/A,https://www.instagram.com/o.range_nail/,https://www.google.com/maps/place/?q=place_id:ChIJC8tk-sRxbjQR-m-Vd91jT5Y
台南市,中西區,JANE’S NEKO NAIL WORLD美甲工作室,711台灣台南市歸仁區大吉一街12巷2號,0936 516 631,N/A,https://lin.ee/rqN4gpd,https://www.google.com/maps/place/?q=place_id:ChIJAThp4MhxbjQR9qeLmsaU3Ro
台南市,中西區,毛寶姐睫MaoBao Eyelashes/美甲/美睫/手足保養/熱蠟除毛/寵物美容,702台灣台南市南區三官路113號,0976 616 911,N/A,https://maobao-eyelashes.com/,https://www.google.com/maps/place/?q=place_id:ChIJyUeXmHB2bjQR6DBTLqSPO2k
台南市,中西區,台南永康美甲彼堤瑞兒精緻美甲美睫,71048台灣台南市永康區東橋十街55號,06 303 5522,N/A,https://www.beautyrealm.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJ461M2AN3bjQRdRGzdcrjy_E
台南市,中西區,芮塔美甲藝術沙龍Rita nail/咬甲救星/BS貼片崁甲卷甲調整,710台灣台南市永康區洲尾街74巷27號,N/A,N/A,https://lin.ee/7H2eXLC,https://www.google.com/maps/place/?q=place_id:ChIJk9fri1x3bjQRyeOydqmPBk4
台南市,中西區,日葵花美學 台南美甲/安南區美甲/霧眉/手足部保養/足底柔嫩,709台灣台南市安南區安和路一段96巷42弄11號,N/A,N/A,https://lin.ee/HyR9cDt,https://www.google.com/maps/place/?q=place_id:ChIJIxiQQYl3bjQRhinjXvGuaAA
台南市,中西區,雪霓新市｜美甲.霧眉.美睫.皮膚管理,744台灣台南市新市區富中街283號,N/A,N/A,https://instagram.com/_.y.x._studio?igshid=YmMyMTA2M2Y=,https://www.google.com/maps/place/?q=place_id:ChIJrxdfzE57bjQRf8F1ytBuh6o
台南市,中西區,瑪虹美甲工作室,852台灣高雄市茄萣區信義路三段168號二樓,0981 383 799,N/A,https://lin.ee/DxmQj4w,https://www.google.com/maps/place/?q=place_id:ChIJidCLNssKbjQR3Y6pmuSrUa8
台南市,中西區,S's nail studio 美甲設計/補運/占卜/寵物溝通,704台灣台南市北區北園街8巷53號1樓,0987 716 112,N/A,https://www.facebook.com/Ss.Nail.Art.Studio168,https://www.google.com/maps/place/?q=place_id:ChIJzwN93Cp3bjQRlOmx48c7Des
台南市,中西區,LadyHill東區美甲,701台灣台南市東區立德六路38號,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJ0U7FWht1bjQRepKzDodvQXg
台南市,中西區,台南新市原我美學空間,744台灣台南市新市區忠孝街38巷8弄3號,0931 841 222,N/A,https://www.facebook.com/Originnailspace,https://www.google.com/maps/place/?q=place_id:ChIJQwm8wjZ7bjQRdKfrqQSXQCg
台南市,中西區,Aurora-Park::歐若拉美甲美睫公園旗艦店｜彩綾花坊 CAILIN,71045台灣台南市永康區中正南路42號,06 251 9688,N/A,https://instagram.com/cailin_flower,https://www.google.com/maps/place/?q=place_id:ChIJ9fq_vEZ3bjQRhrPWk5VAIYY
台南市,中西區,Abby’s Store/科技美容/舒壓按摩/美胸泌乳/光療美甲/手足保養/深層淨髮/男士剪髮/客製化染髮/霧眉,709台灣台南市安南區怡安路二段505號,N/A,N/A,https://lin.ee/RTXinJl,https://www.google.com/maps/place/?q=place_id:ChIJLThTQ1B3bjQRFjkWIMvT37M
台南市,中西區,伊芙妮美學館（美甲美睫紋繡）,710台灣台南市永康區大橋一街103巷115號,0913 376 693,N/A,https://linkby.tw/emilyart?fbclid=IwAR24ovWxilDt48ScNsndZdyeXOxhuTkuomTdNgWdWolkaSnpMcAJvldsqFw,https://www.google.com/maps/place/?q=place_id:ChIJN2J1ICB3bjQRpZjlq-WWp1s
台南市,中西區,療寓 T.H Nail Salon 台南永康美甲沙龍,710台灣台南市永康區龍橋街303號,0976 500 423,N/A,https://instagram.com/t.h___nail,https://www.google.com/maps/place/?q=place_id:ChIJrdoDw413bjQR0dz2ReXZ0sM
台南市,中西區,台南新化美甲Zii Nail 紫甲 ｜凝膠美甲 ｜手足保養｜咬、 崁甲調整｜完全預約制,712台灣台南市新化區中正路835號3樓,0908 833 007,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJB-uAagB7bjQRPe-fJKauakw
台南市,中西區,Mia studio 霧眉 霧唇 美甲 美睫,708台灣台南市安平區國平路389號,N/A,N/A,https://lin.ee/FWql0az,https://www.google.com/maps/place/?q=place_id:ChIJ1xlmbc53bjQRMhVlNFThock
台南市,中西區,悄青指藝美學/冰肌除毛/采耳/美睫/美甲,717台灣台南市仁德區保生東路270號,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJS9ms06l1bjQRUoN9GXZi8CY
台南市,中西區,Chiao nails studio/台南美甲,709台灣台南市安南區興安路133號,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJocjQc0F3bjQRyJhFfyLQQEs
台南市,中西區,艾咪亞藝術美學-(造型美甲/手部保養）,710台灣台南市永康區忠孝路217巷5號,N/A,N/A,https://m.facebook.com/Ai.Mia.Nail/,https://www.google.com/maps/place/?q=place_id:ChIJeVUuGH13bjQRJ5vqIh7gSOI
台南市,中西區,拾指-Nail-台南美甲美睫,701台灣台南市東區東平路66號,0925 720 301,N/A,https://www.facebook.com/balongnail/,https://www.google.com/maps/place/?q=place_id:ChIJH2xFjsh3bjQRAYlbqfac5zI
台南市,中西區,Ｍayer 梅而-美甲沙龍,701台灣台南市東區東平路9巷35號,0938 823 803,N/A,http://www.mayer-nail.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJ-yD1GL92bjQRTxbfa_7bGK0
台南市,中西區,永康Genius美甲美睫,71057台灣台南市永康區中華西街196巷2號,0978 898 018,N/A,https://美甲美睫.cc/,https://www.google.com/maps/place/?q=place_id:ChIJtxjsWIh3bjQRppv40qlcFcM
台南市,中西區,Aileen’s nail studio光療凝膠美甲,710台灣台南市永康區六合路62巷5號,0926 547 827,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJqR5Q2BR3bjQROjZ4j3PMXH0
台南市,中西區,台南東區彼堤瑞兒精緻美甲美睫(Tainan Nail&Lash),701台灣台南市東區仁和路51號,06 290 5850,N/A,https://www.beautyrealm.com.tw/?utm_source=google&utm_medium=google_adwordcpc1&utm_campaign=promotionadword1&gclid=CjwKCAjw1ej5BRBhEiwAfHyh1IN-tkZpnSTDTmHE4DQRADfCU9-GqzJvXzJq0ILNcBmZXJQOH2XF9BoC5CYQAvD_BwE,https://www.google.com/maps/place/?q=place_id:ChIJAa-WiqB2bjQRQNEuUVVhpAo
台南市,中西區,一起美甲吧17 nail studio指甲彩繪/穿戴甲訂製/手足保養,702台灣台南市南區新興路17號,N/A,N/A,https://lin.ee/k5SEXir,https://www.google.com/maps/place/?q=place_id:ChIJsTAg80h1bjQR340gYtX083g
台南市,中西區,atie nail studio / 台南美甲,704台灣台南市北區國華街四段35號2樓,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJPZSVn6N3bjQRslc-Cl9v1Hc
台南市,中西區,仙女飄飄時尚美學 - 臨安店｜台南美睫美甲霧眉、美容紋繡推薦,700台灣台南市中西區臨安路一段170號,06 221 9939,N/A,https://www.missfairy.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJOUEUnZV3bjQR5byctx6jCPc
台南市,中西區,Dodo nail 嘟嘟美甲工作室-暈染|小清新|居家美甲|美睫|預約制|台南北區|成大,東豐路227巷24弄2號,N/A,N/A,https://www.instagram.com/dodo.nail_studio/,https://www.google.com/maps/place/?q=place_id:ChIJm2W1YMl3bjQRU4zd7KLBGjY
台南市,中西區,Ashley愛希里(東區裕農店)美甲美睫沙龍/台南美甲/美睫/除毛/紋繡/精油紓壓/美甲教學,裕農路129號,N/A,N/A,https://www.facebook.com/ashley.since2016,https://www.google.com/maps/place/?q=place_id:ChIJzSqO4Zd2bjQRLeAilNsG-8Y
台南市,中西區,甲楚楚美甲Jiachuchu Nail Salon-台南美甲(台南中西區美甲店推薦／台南美甲教學推薦／台南水晶指甲推薦／暈染美甲／日系美甲／時尚凝膠美甲／手足保養／咬指甲卷甲矯正／問題指甲崁甲處理),樹林街二段216號,0909 413 302,N/A,https://rink.cc/0iov7,https://www.google.com/maps/place/?q=place_id:ChIJ9bipY3R2bjQRKgneFh_CEIM
台南市,中西區,關於我們About Woman/ 啡的美甲工作室,國安街156巷76號,0986 886 193,N/A,https://bit.ly/2Nnsbv7,https://www.google.com/maps/place/?q=place_id:ChIJ25tptqp3bjQRR_yyenGDzKs
台南市,中西區,咪蜜MImi美甲設計,文南路244號,0976 183 126,N/A,https://www.facebook.com/MimiNailSalon.Tainan/,https://www.google.com/maps/place/?q=place_id:ChIJoeif-hZ3bjQRSEcX6xsakLo
台南市,中西區,亮綵美甲美睫,西門路二段67號,06 221 4802,N/A,https://zh-tw.facebook.com/lcnails/,https://www.google.com/maps/place/?q=place_id:ChIJI_FCSnt2bjQRWneOqm-oUPc
台南市,中西區,艾薇美甲藝術沙龍,中正七街3號,0926 013 191,N/A,https://www.facebook.com/pg/1019800164703830,https://www.google.com/maps/place/?q=place_id:ChIJgwFpK0Z3bjQR61ndUMNHeBU
台南市,中西區,熹比美甲美睫 台南店(原Meredith 梅芮迪絲)/南區安平區/推薦店家/做指甲/接睫毛/種睫毛/植睫毛/熱蠟除毛/手足保養/星幻霧眉,國華街一段52號,0901 268 052,N/A,https://lin.ee/ojFjRj8,https://www.google.com/maps/place/?q=place_id:ChIJRzKhs5d3bjQRx-oQZ9aWp4I
台南市,中西區,艾拉美學 問題甲專門店 | 凍甲 | 卷甲 | 問題指甲 | 指甲矯正 | 修指甲 | 手足保養,南寧街3號,0937 615 269,N/A,https://aurjggi.weebly.com/,https://www.google.com/maps/place/?q=place_id:ChIJsY8jqYB2bjQR6Six9ccb-Nk
台南市,中西區,PPNAIL,704台灣台南市北區開南街275巷10弄19號,0979 797 275,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJpwvgJ_53bjQROZYVCMThs_M
台南市,中西區,Flowers Nail花甲藝術美學 -雜誌凝膠美甲｜人氣手足護理｜延甲｜美睫推薦｜韓式紋繡,701台灣台南市東區崇明路113號,0903 333 246,N/A,https://www.instagram.com/flowersnail113/,https://www.google.com/maps/place/?q=place_id:ChIJTcYUZfZ3bjQRJEe2RfuFRXU
台南市,中西區,QChic nail beauty台南美甲•夜間美甲•精緻美甲,701台灣台南市東區裕豐街84巷39號,0983 232 398,N/A,https://lin.ee/EpSu8TlE,https://www.google.com/maps/place/?q=place_id:ChIJ27bSfwB3bjQRXBXICWIzbcA
台南市,中西區,JING愛甲工作室-永康店/美甲/大灣/永康/新化/南科/崑山大學/推薦店家/作指甲/手足保養/修指甲,710台灣台南市永康區大灣路344號,0909 210 600,N/A,https://lin.ee/YMDd693,https://www.google.com/maps/place/?q=place_id:ChIJRR9ZH2pxbjQR50_Wn_J2BOw
台南市,中西區,十指仙仙｜ten fingers nail安南區美甲｜高級美甲沙龍/美甲教學（預約制每個時段都有專屬顧客請提前預約｜預約完成提供完整地址）,709台灣台南市安南區安中路四段211巷26弄,N/A,N/A,https://lin.ee/jVnmz6Q,https://www.google.com/maps/place/?q=place_id:ChIJyzV2GRV3bjQR2v4ihqn-DOA
台南市,中西區,台南東區美甲花薇美學 Femme Nails,701台灣台南市東區東門路二段365巷11號2F之1,0970 741 113,N/A,https://www.instagram.com/femmmenails?igsh=MTBvMG43eHFiZDlvbw==&utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJ2eptz_B3bjQR0DGWTbbIBQI
台南市,中西區,台南東區美甲Nana.Nana奈奈 甲/東區美甲/台南美甲/美甲(預約制),70142台灣台南市東區東門路二段187號,0937 373 936,N/A,https://lin.ee/5gSC1OT,https://www.google.com/maps/place/?q=place_id:ChIJmewVARd3bjQRg18IGcoLFNE
台南市,中西區,Rose.retro_nail,710014台灣台南市永康區復國一路210巷12號,0928 043 695,N/A,https://www.instagram.com/rose_retro_nail?igsh=NXNvbmFtZmQ2eTFs&utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJ18QOmll3bjQRfmzomXQe104
台南市,中西區,NN美甲,700台灣台南市中西區青年路138號,0903 899 005,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJHcZtDAB3bjQRRk4nr15taIU
台南市,中西區,巧莉美甲 Qiaoli Nails,710台灣台南市永康區中華西街196巷40號,N/A,N/A,https://www.instagram.com/qiaoli_nails?igsh=MTQ1Zm83eDFzNXdjdw==&utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJQXwhA-Z3bjQRvHtDzkwGiRE
台南市,中西區,Totoro nail,710台灣台南市永康區永福街93號,N/A,N/A,https://page.line.me/323hqaes,https://www.google.com/maps/place/?q=place_id:ChIJ3aQ9KQBxbjQRXjL25XlJJqE
台南市,中西區,台南美甲 | 指紋,709台灣台南市安南區海佃路二段490號,0958 858 773,N/A,https://www.facebook.com/profile.php?id=61558366702137&mibextid=LQQJ4d,https://www.google.com/maps/place/?q=place_id:ChIJZ9tw6D53bjQRnykxSh4ECW4
台南市,中西區,GO GO NAIL美甲部屋｜美甲｜霧眉｜脫毛,702台灣台南市南區永成路三段497號,0988 035 307,N/A,https://instagram.com/gogo_nail777?utm_medium=copy_link,https://www.google.com/maps/place/?q=place_id:ChIJkf4rkh51bjQRZtiK-DRgNIE
台南市,中西區,Chira nail 綺菈美甲坊/台南美甲/中西區美甲,700台灣台南市中西區衛民街70巷2-1號1樓101室,0916 971 690,N/A,https://lin.ee/N2EP7td,https://www.google.com/maps/place/?q=place_id:ChIJGSbtVDN3bjQR-kNCowI-I0k
台南市,中西區,Mirpop Beauty 米爾浿美學｜台南美甲推薦｜永康美甲｜美甲教學推薦｜深夜美學｜日式美睫｜韓式粉霧眉｜粉嫩術｜瘦身體雕｜韓式皮膚管理,710台灣台南市永康區東橋二街47號,06 302 5538,N/A,https://instagram.com/popnails_yunyun?igshid=YmMyMTA2M2Y=,https://www.google.com/maps/place/?q=place_id:ChIJSfAv9ZZ3bjQReM8bsRvfmEg
台南市,中西區,Sabina美甲工作室 台南凝膠美甲.美甲彩繪設計｜手部護理.手部保養｜中西區美甲工作室,700台灣台南市中西區健康路一段410巷14號2樓,0920 671 068,N/A,https://instagram.com/sabina.nail_8,https://www.google.com/maps/place/?q=place_id:ChIJJziKkQV3bjQRsyC60ZQ29HQ
台南市,中西區,熹比美學 美甲美睫 SYBI 新市店/南科/善化/新化/歸仁/推薦店家/做指甲/接睫毛/種睫毛/植睫毛/手足保養/創業教學,74444台灣台南市新市區復興路185號,06 589 1797,N/A,https://lin.ee/ojFjRj8,https://www.google.com/maps/place/?q=place_id:ChIJl2j936R7bjQRIQTR7_DLZrs
台南市,中西區,台南·拾光如初｜美甲、手足保養、美容、撥筋、頭療洗髮、除毛、採耳、美睫,700台灣台南市中西區南門路76-1號,06 214 9268,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJ4WcLdVV3bjQRTa3Rw3u23dQ
台南市,中西區,台南17BeaUty 美睫美甲/台南美甲美睫/永康店/,710台灣台南市永康區中華西街21巷7號,0905 145 290,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJkyPhC3F3bjQRmbtc5W3206c
台南市,中西區,亞樣美學館東區總店,701台灣台南市東區崇明路459號,0983 791 888,N/A,https://lin.ee/KSmjhwH,https://www.google.com/maps/place/?q=place_id:ChIJq1Z7-yB0bjQRr7eIxfRduAc
台南市,中西區,W好時光美甲甜點手作/台南美甲/仁德美甲,717台灣台南市仁德區文善街156號,N/A,N/A,https://instagram.com/wangmaple?igshid=Yjk4NWM2ZWVkMw==,https://www.google.com/maps/place/?q=place_id:ChIJxRIx21h3bjQRGeSnAfuBm1o
台南市,中西區,貝兒美甲,70062台灣台南市中西區府前路二段70號,0958 480 821,N/A,https://www.instagram.com/la_belle_nail78817/,https://www.google.com/maps/place/?q=place_id:ChIJwSZeuol3bjQRH_sKUbGR6ng
台南市,中西區,Han Beauty美甲,700台灣台南市中西區公園路89號,06 221 6205,N/A,https://lin.ee/YK61vNO,https://www.google.com/maps/place/?q=place_id:ChIJC3TAT5d3bjQRpz-0SGlp2Qk
台南市,中西區,香逸美甲XiangYi /台南美甲/新市美甲/手足保養,744006台灣台南市新市區信義街180號,N/A,N/A,https://www.instagram.com/xiangyi_nail/,https://www.google.com/maps/place/?q=place_id:ChIJs3vU3l97bjQR-ImbRW2qGpk
台南市,中西區,台南美甲Ginga Salon指匠藝術美學,701台灣台南市東區崇明十八街51號,0976 123 871,N/A,https://lin.ee/8sfMKKi,https://www.google.com/maps/place/?q=place_id:ChIJ8Q7HowJ1bjQR7xrFqKRtpvY
台南市,中西區,芙櫻生活美學-台南/安南區/凝膠光療美甲/手足保養/問題指甲矯正/穿戴甲販售/角蛋白毛流調整,709台灣台南市安南區安中路四段175號,0905 378 936,N/A,https://lin.ee/zwDQkiN,https://www.google.com/maps/place/?q=place_id:ChIJ4ZjnFd13bjQRUzjOLa9tZUs
台南市,中西區,Qin nail美甲美學,700台灣台南市中西區西華南街20號,0983 258 601,N/A,https://www.instagram.com/qin._.nail?igsh=aG41ZXB1bXM3bDU0&utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJR5YBH7h3bjQRp7oZstwTAZA
台南市,中西區,想想美甲ㅣShine Shine Nailㅣ美甲ㅣ熱蠟除毛ㅣ凍甲處理,701台灣台南市東區東和路57巷4號1樓,N/A,N/A,http://www.instagram.com/shine2_nailart/,https://www.google.com/maps/place/?q=place_id:ChIJES6dkCZ3bjQR3HocXF4Nv_Y
台南市,中西區,NAIL SPACE 指藝空間,700台灣台南市中西區南門路23號一樓,N/A,N/A,https://lin.ee/sCzJ2Gp,https://www.google.com/maps/place/?q=place_id:ChIJyZvAn2J2bjQRrVbqB5_B4ws
台南市,中西區,M & M nail x 台南美甲,709台灣台南市安南區公學路五段697巷102弄57號,N/A,N/A,https://www.instagram.com/Mei_nail90118/?mibextid=Zxz2cZ,https://www.google.com/maps/place/?q=place_id:ChIJdUvR_zHZbTQRVXPjDDCcIyI
