縣市,區域,店名,地址,電話,LINE聯絡方式,網站,地圖連結
台南市,中西區,Ann’s 桉晞美容中心 台南旗艦館,701台灣台南市東區裕農路356-2號,N/A,N/A,https://www.instagram.com/anns.2018?igsh=MWJiYmRtYjE1ZjRwbA==,https://www.google.com/maps/place/?q=place_id:ChIJzydhF4l3bjQRkU5s2HBMe9A
台南市,中西區,Angel 越式洗髮 & SPA-東區越式洗髮|專業洗髮|頭皮保養|洗髮推薦|越式洗髮首選|平價洗髮|頭部SPA|頭皮按摩,701台灣台南市東區崇明路243號,0908 446 544,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJq8Quk4B3bjQRJGnNFkGg6ZU
台南市,中西區,La belle曲線美,710台灣台南市永康區中華路286巷18號,06 313 2878,N/A,https://labelle-curvy.com/,https://www.google.com/maps/place/?q=place_id:ChIJhQpArIJ3bjQRJqwGUKmzk2s
台南市,中西區,伊雯SPA專業美容皮膚保養中心,702台灣台南市南區西門路一段471巷15號,06 227 2969,N/A,http://www.appleetw.com/,https://www.google.com/maps/place/?q=place_id:ChIJD6uAhnh2bjQRxVLUQ2jLlng
台南市,中西區,洗臉貓｜新市南科店-洗臉推薦|臉部保養|美容護膚|清粉刺|精緻洗臉|男女護膚,744台灣台南市新市區復興路155號,0976 704 760,N/A,https://www.facewash-cat.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJLSw4Nt97bjQRoSasHoT4CTM
台南市,中西區,CASA Sunday,70150台灣台南市東區林森路一段66號1F,06 214 0217,N/A,https://casasundaycafe.com/,https://www.google.com/maps/place/?q=place_id:ChIJkbP9Wt13bjQRWmVbX8BuL9k
台南市,中西區,帥哥美容Handsome.｜台南做臉｜東區店｜藻針｜線上教學,701011台灣台南市東區裕豐街61巷21號,0901 310 967,N/A,https://handsome31.com/,https://www.google.com/maps/place/?q=place_id:ChIJRTlNiQB3bjQR2YGGAc3lr3U
台南市,中西區,ColorFashion-台南店- 台南做臉推薦｜台南清粉刺｜中西區做臉｜南區做臉｜痘痘肌護理｜男女做臉保養｜各式問題肌膚保養,700台灣台南市中西區健康路一段410巷14號,06 215 5607,N/A,https://www.facebook.com/KEYOFYOURBTFACE/,https://www.google.com/maps/place/?q=place_id:ChIJL1hz9UN3bjQRjTyoGBQ-1_M
台南市,中西區,Rita studio 台南永大護膚保養,710台灣台南市永康區新中街329號,0906 586 101,N/A,https://www.facebook.com/profile.php?id=100087378245364,https://www.google.com/maps/place/?q=place_id:ChIJMQ7pP6FxbjQRQgbgEkW2zRs
台南市,中西區,凱莉美容工作室,708台灣台南市安平區永華三街269號2樓,0914 113 413,N/A,https://m.facebook.com/100054626221112/,https://www.google.com/maps/place/?q=place_id:ChIJ0fsiNLF3bjQRY-rptPEYLlY
台南市,中西區,Shan Studio美肌保養,709台灣台南市安南區慈安路201號2樓,0975 083 617,N/A,https://www.facebook.com/Shan-Studio-%E5%8F%B0%E5%8D%97%E5%B0%88%E6%A5%AD%E7%BE%8E%E8%82%8C%E4%BF%9D%E9%A4%8A%E6%8E%A1%E9%A0%90%E7%B4%84%E5%88%B6-1766533853650264/,https://www.google.com/maps/place/?q=place_id:ChIJq4af_lt3bjQRZB-kj1SdtSM
台南市,中西區,芮薇荷夢幻森林spa 台南店,700台灣台南市中西區民權路二段133號,0906 596 693,N/A,https://www.reverforetspa.com/,https://www.google.com/maps/place/?q=place_id:ChIJSTZjcn13bjQR-ywz9qI8KDI
台南市,中西區,初色 · 太式SPA | 肌膚管理｜療癒美容室,709台灣台南市安南區國安街國安街156巷36號,0905 300 424,N/A,https://www.bailugirl.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJbzeJUwt3bjQRKYNjkZ0cXiE
台南市,中西區,帥哥美容_台南成大店,704台灣台南市北區公園路556號-1號,0901 310 967,N/A,https://lin.ee/GrJZ84p,https://www.google.com/maps/place/?q=place_id:ChIJOTdcuSl3bjQRRtsSzuNFm2w
台南市,中西區,女人物語美容,701台灣台南市東區崇德十九街120巷22號,06 336 2255,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJExX9gkV1bjQR4qNzez2chec
台南市,中西區,維珍娜美學沙龍Regina beauty salon,708台灣台南市安平區民權路四段381-2號,0908 168 335,N/A,http://www.regina.tw/,https://www.google.com/maps/place/?q=place_id:ChIJE4A_oBF2bjQRbz0L8ZViI_Q
台南市,中西區,𝒴𝒾苡·美容美體工作室｜台南美容美體工作室｜美體｜皮膚管理｜SPA,700台灣台南市中西區大仁街59號2樓,N/A,N/A,https://lin.ee/DIlIzkb,https://www.google.com/maps/place/?q=place_id:ChIJ7fd36BJ3bjQROe6mz4_KT2o
台南市,中西區,茉桂風采 女子美容,71742台灣台南市仁德區文山路291號,06 279 6050,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJGZ46WKl2bjQRCKb-GafYW5A
台南市,中西區,暐恩極緻美學沙龍 - 台南 永康 接睫毛推薦 美容護膚首選 醫學美容 問題肌膚處理 專業做臉清粉刺 優質手工美睫 3D 6D美睫好評 高CP值美容 網友推薦美體按摩 人氣美肌 痘痘肌清除 熱門海藻針 A醇課程,710台灣台南市永康區國光八街60巷3弄14號,06 207 3913,N/A,https://mrkenny1106.wixsite.com/weian0709,https://www.google.com/maps/place/?q=place_id:ChIJ939Du19xbjQRZBfJJAq3GPM
台南市,中西區,洗臉貓｜台南東橋店-洗臉推薦|臉部保養|美容護膚|清粉刺|精緻洗臉|男女護膚,710台灣台南市永康區東橋六街91號,0912 220 226,N/A,https://www.facewash-cat.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJOVqKfQB3bjQRNpyZ2o4FDc4
台南市,中西區,Abby’s Store/科技美容/舒壓按摩/美胸泌乳/光療美甲/手足保養/深層淨髮/男士剪髮/客製化染髮/霧眉,709台灣台南市安南區怡安路二段505號,N/A,N/A,https://lin.ee/RTXinJl,https://www.google.com/maps/place/?q=place_id:ChIJLThTQ1B3bjQRFjkWIMvT37M
台南市,中西區,尹婕整體美學/舒壓SPA/護膚/霧眉『尹婕整體美學』,74445台灣台南市新市區富林路270號1樓,0928 307 132,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJScrJ23J7bjQR-JvRNMsHLgA
台南市,中西區,詩·角落 職人美容,710台灣台南市永康區鹽洲二街165號,0920 611 017,N/A,https://lin.ee/OzTBCqS,https://www.google.com/maps/place/?q=place_id:ChIJE2GkVVJ3bjQRLj739QH_I8c
台南市,中西區,雅蔓妮美容養生館,700台灣台南市中西區成功路231號,06 221 6488,N/A,https://yamannis.com/,https://www.google.com/maps/place/?q=place_id:ChIJ4_klNWB2bjQRkB7REUzQcjE
台南市,中西區,芸妍美容美體SPA館《台南無痛清粉刺》臉部護膚｜胸部按摩｜美胸按摩｜熱臘除毛｜私密處除毛｜半永久霧眉｜美容教學,702台灣台南市南區大同路二段412號1、2樓,06 215 8756,N/A,https://lin.ee/3YxnT4Q,https://www.google.com/maps/place/?q=place_id:ChIJvxVG-yh0bjQRHZpAMSBEAxg
台南市,中西區,Shan spa / 台南體雕推薦 / 台南岩盤浴/美容美體 / 孕婦按摩/美胸保養/ 艾草溫罐 / 臉部撥筋 / 臉部艾溫,709台灣台南市安南區頂順五街,0958 637 787,N/A,https://www.instagram.com/sdm.spa_,https://www.google.com/maps/place/?q=place_id:ChIJkR-TyD13bjQRdl9HYuGjVHY
台南市,中西區,初霂美學-台南南區皮膚管理 |專攻敏感肌膚調理 |乾燥脫屑、敏感發炎,702台灣台南市南區中華南路二段362號,0972 722 797,N/A,https://page.line.me/imsd,https://www.google.com/maps/place/?q=place_id:ChIJ85CzvWB3bjQRdUHSKQVyR0A
台南市,中西區,汶 美容工作室,711台灣台南市歸仁區大仁街32號,0931 300 598,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJ0RNHUwBxbjQRiFPTlMz5XbU
台南市,中西區,瑄美容工作室,710056台灣台南市永康區八德街88巷13號,N/A,N/A,https://page.line.me/129zifez,https://www.google.com/maps/place/?q=place_id:ChIJN3jbOZZxbjQR4hSYNaGrSCM
台南市,中西區,季得美麗肌膚(預約請洽IG)｜永康美容 永康做臉 永康清粉刺 永康撥筋 永康美胸,710台灣台南市永康區大橋五街119號,0987 523 361,N/A,https://instagram.com/remember_beauty_skin?igshid=NDk5N2NlZjQ=,https://www.google.com/maps/place/?q=place_id:ChIJ4wOXJUl3bjQRXkJl-tTYaMY
台南市,中西區,美媞美學sʜɪɴʏ ʙᴏᴅʏ｜台南東區美容·肌膚保養·美體溫灸·耳燭撥筋·美甲凝膠,701台灣台南市東區東門路一段 267巷1號3樓,0903 680 573,N/A,https://www.facebook.com/b.t.062020586?mibextid=LQQJ4d,https://www.google.com/maps/place/?q=place_id:ChIJGWXdX2R3bjQR8_9VfxhX5Nw
台南市,中西區,米豆美容健康生活館（米豆美容美體塑身店） 台南東區(乳腺疏通/减肥塑身/眼袋祛斑),701台灣台南市東區崇善路182巷23號,06 268 2736,N/A,https://www.07168.org/beauty/,https://www.google.com/maps/place/?q=place_id:ChIJYfwo64V3bjQRvHEh1qKFi6w
台南市,中西區,帥哥美容_永康店,710台灣台南市永康區自強路712號,0901 310 967,N/A,https://handsome31.com/,https://www.google.com/maps/place/?q=place_id:ChIJJ2U-0thxbjQRSSiNVBruvyk
台南市,中西區,玩美個人美容工作室,704台灣台南市北區長勝路39號,0930 085 138,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJYX58AwB3bjQRAouivkebMC0
台南市,中西區,小村日和Studio 美甲ㅣ紋綉ㅣ冰肌除毛 熱蠟除毛ㅣ皮膚管理ㅣ教學,701台灣台南市東區東成街202號,0925 201 961,N/A,https://instagram.com/komura.nail___?igshid=OGQ5ZDc2ODk2ZA==,https://www.google.com/maps/place/?q=place_id:ChIJGxmofw93bjQRiJW3DjWuEbU
台南市,中西區,He&She 百元美容台南南寧店,700台灣台南市中西區南寧街90號1F,0971 505 318,N/A,https://0971-505-318.mystrikingly.com/,https://www.google.com/maps/place/?q=place_id:ChIJscqsX613bjQRUu8zfw8Hhgg
台南市,中西區,台南市圓登（郁茗）美容美睫彩妝,70056台灣台南市中西區西華南街29號,0938 015 210,N/A,https://reurl.cc/M6GN2L,https://www.google.com/maps/place/?q=place_id:ChIJv_1qaol2bjQRV9wFrsC6yuI
台南市,中西區,薇伊花精姿顏會館/美容洗酸／杏仁酸/精油spa耳燭spa/拮抗肌肉按摩舒壓/曲線雕塑/乳房瑜珈／無創美胸/全身去角質/美容美體教學/台南做臉及各類問題肌膚處理推薦／美人計塑身衣,701台灣台南市東區崇德十九街56號,06 290 7655,N/A,https://m.facebook.com/WIYESPA/,https://www.google.com/maps/place/?q=place_id:ChIJmwCwx2h1bjQRGFMhYGUmZjo
台南市,中西區,凱婷美學Ting’sBeauty,709台灣台南市安南區安通路四段47巷35號,0909 185 668,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJAcnUVOx3bjQRxvMiymrKdgg
台南市,中西區,御湯頭療SPA館l越式洗頭l越式洗髮l美甲美睫紋繡,702台灣台南市南區德興路48號,0961 156 599,N/A,https://www.facebook.com/profile.php?id=61567282320360&mibextid=ZbWKwL,https://www.google.com/maps/place/?q=place_id:ChIJ6UWNXhB1bjQRRUe0AJfGFBE
台南市,中西區,萍萍新式挽面／美容美體,702台灣台南市南區49號,0987 997 507,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJuzx3YUx1bjQRNPckNDBvv0k
台南市,中西區,沐沐.空間spa美容/美體/雕塑,702台灣台南市南區新興路300號,0936 300 714,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJy2h17yx1bjQRkaSG-fwy4sY
台南市,中西區,以琳身心美容會館,702台灣台南市南區中華南路一段118號,06 216 0022,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJ8dDxnNV1bjQRvPfdpw6vM_M
台南市,中西區,按摩、美容spa，孕婦按摩，銀髮保健服務！艾柏國際芳療學院—大興店,704台灣台南市北區大興街404號,06 358 5857,N/A,https://www.facebook.com/amberspa3589035/,https://www.google.com/maps/place/?q=place_id:ChIJO43n_1h3bjQRAPbGxC2o_8Y
台南市,中西區,G-Belle 吉貝兒美容坊療SPA文賢店,704台灣台南市北區文賢路484號2樓,06 358 1914,N/A,https://www.gbelle.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJO3R7BiJ3bjQR8zxhWufLjMI
台南市,中西區,首璽美形伊學美容中心,701台灣台南市東區裕義路676號,06 209 5421,N/A,https://www.facebook.com/pg/%E9%A6%96%E7%92%BD%E7%BE%8E%E5%BD%A2%E4%BC%8A%E5%AD%B8%E7%BE%8E%E5%AE%B9%E4%B8%AD%E5%BF%83-997278093777632/posts/?ref=page_internal,https://www.google.com/maps/place/?q=place_id:ChIJ9zOmS-t3bjQRhuMZ7WNfLYY
台南市,中西區,洗臉貓｜台南鄭子寮店-洗臉推薦|臉部保養|美容護膚|做臉|清黑頭|清粉刺,704台灣台南市北區育德路596號,0916 686 596,N/A,https://lin.ee/spfTljZ,https://www.google.com/maps/place/?q=place_id:ChIJC04OIAB3bjQRcT2J8ZnOp7Q
台南市,中西區,一个美容,701027台灣台南市東區榮譽街121-2號,0933 297 940,N/A,https://www.facebook.com/etrebelle.tainan,https://www.google.com/maps/place/?q=place_id:ChIJjSNNQUZ3bjQRaTVd_IYhsS8
台南市,中西區,媚爾萱美容生活館-台南SPA、台南按摩、台南美容,708台灣台南市安平區安平路476號,06 226 7299,N/A,https://www.facebook.com/p/%E5%AA%9A%E7%88%BE%E8%90%B1%E7%BE%8E%E5%AE%B9%E7%94%9F%E6%B4%BB%E9%A4%A8-100064089967910/,https://www.google.com/maps/place/?q=place_id:ChIJUep0DwB3bjQRL45gk70bgkk
台南市,中西區,魔法素/Mi Beauty．咪美/保養品推薦/美容創業/美容課程,700台灣台南市中西區和緯路五段89巷39號,N/A,N/A,https://www.facebook.com/%E9%AD%94%E6%B3%95%E7%B4%A0Mi-Beauty%E5%92%AA%E7%BE%8E-115327553165757,https://www.google.com/maps/place/?q=place_id:ChIJucrfPB13bjQR7tsmt9SoVY4
台南市,中西區,閃亮亮美學工作室（台南皮膚管理／台南永康做臉推薦／台南永康越式洗髮／台南臉部美容推薦／永康清粉刺／永康護膚推薦 / 台南永康美甲 ）,復華七街126號,N/A,N/A,https://lin.ee/7SdrxZZ,https://www.google.com/maps/place/?q=place_id:ChIJEyBU9kt3bjQRfQlWYMb086A
台南市,中西區,La moor beauté美學（中西區）-台南清粉刺最仔細『台南護膚推薦』冰肌除毛/熱蠟除毛,大智街63號2樓,N/A,N/A,https://www.instagram.com/lamoor888?igsh=cjhybnk1c2xzZW56,https://www.google.com/maps/place/?q=place_id:ChIJm_i2tJB3bjQRHg7A3chzT-I
台南市,中西區,舒妍美學Beauty半永久紋眉繡唇 越式洗頭采耳 美睫美甲燙睫毛熱蠟除毛皮膚保養 歡迎體驗優惠中,富農街二段93號2F,0971 812 661,N/A,https://www.facebook.com/profile.php?id=100087625951991&mibextid=LQQJ4d.%20https://www.facebook.com/keyoiu?mibextid=LQQJ4d.%20https://www.facebook.com/keyoiu?mibextid=LQQJ4d,https://www.google.com/maps/place/?q=place_id:ChIJTwKqLJh3bjQR5Bl6aDQ45uM
台南市,中西區,L.F美學 /台南做臉 台南美容 台南無痛清粉刺 安平做臉 安平美容 安平清粉刺,永華六街206巷37號,0986 005 695,N/A,https://lfskincare.weebly.com/,https://www.google.com/maps/place/?q=place_id:ChIJuet64013bjQRvYuhTkG9seI
台南市,中西區,Ms.Fei 翊妃複合式美學（永康共享空間|皮膚管理 |台南永康霧眉|台南科技育髮|台南韓式類音波|角蛋白|美容做臉推薦|清粉刺痘痘推薦|台南霧唇推薦|台南東區做臉|台南治療掉髮）,華興街109號,0971 250 375,N/A,https://www.facebook.com/profile.php?id=100092443911133&mibextid=ZbWKwL,https://www.google.com/maps/place/?q=place_id:ChIJ-8ztoUd3bjQRyIMCkT8Y18g
台南市,中西區,台南東區莎露莎 美甲 手足保養 凝膠優惠,701台灣台南市東區怡東路77號,N/A,N/A,https://www.facebook.com/363nails/,https://www.google.com/maps/place/?q=place_id:ChIJx8MtnZV2bjQRB5qsqOZiMXE
台南市,中西區,台南永康美甲彼堤瑞兒精緻美甲美睫,71048台灣台南市永康區東橋十街55號,06 303 5522,N/A,https://www.beautyrealm.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJ461M2AN3bjQRdRGzdcrjy_E
台南市,中西區,Aurora-Park::歐若拉美甲美睫公園旗艦店｜彩綾花坊 CAILIN,71045台灣台南市永康區中正南路42號,06 251 9688,N/A,https://instagram.com/cailin_flower,https://www.google.com/maps/place/?q=place_id:ChIJ9fq_vEZ3bjQRhrPWk5VAIYY
台南市,中西區,Wen Nail指甲藝術莊園｜台南美甲推薦｜永康美甲推薦｜台南美甲教學推薦｜永康美甲教學推薦,710台灣台南市永康區永正路81-11號,N/A,N/A,https://rink.cc/cxt6k,https://www.google.com/maps/place/?q=place_id:ChIJOdLQHPxxbjQRKmdzu38kHzw
台南市,中西區,台南東區美甲 cezanne納塞尚美甲美學 手足保養,701台灣台南市東區富農街一段131巷48號,06 288 0718,N/A,https://sites.google.com/view/una0718?usp=sharing,https://www.google.com/maps/place/?q=place_id:ChIJG3ciIJp3bjQRBamfiBjamP4
台南市,中西區,Ice美學_美甲/美睫/除毛/紋綉/專業課程教學,710台灣台南市永康區中華路619巷22弄7號,06 243 4833,N/A,https://www.instagram.com/ice88107?igsh=MXJiNjZjZnFjbXJpYw==,https://www.google.com/maps/place/?q=place_id:ChIJHWQYssF3bjQRkP-UQFxWRRE
台南市,中西區,Lady B Beauty Salon/貝芮兒/美甲美睫采耳,701台灣台南市東區富農街一段199巷1號,06 267 6025,N/A,https://instagram.com/lady_b_beautysalon?igshid=106sc1qustdd,https://www.google.com/maps/place/?q=place_id:ChIJnQICLg93bjQR1-5R4isw4-4
台南市,中西區,台南新市原我美學空間,744台灣台南市新市區忠孝街38巷8弄3號,0931 841 222,N/A,https://www.facebook.com/Originnailspace,https://www.google.com/maps/place/?q=place_id:ChIJQwm8wjZ7bjQRdKfrqQSXQCg
台南市,中西區,永康Genius美甲美睫,71057台灣台南市永康區中華西街196巷2號,0978 898 018,N/A,https://美甲美睫.cc/,https://www.google.com/maps/place/?q=place_id:ChIJtxjsWIh3bjQRppv40qlcFcM
台南市,中西區,台南美甲| Xuan。畫甲|手足保養|凝膠美甲,701台灣台南市東區崇德十七街73之3號,0989 266 786,N/A,https://line.me/ti/p/ZjAHZscBhH,https://www.google.com/maps/place/?q=place_id:ChIJX6YqaQl1bjQRzHdpRDBoHWE
台南市,中西區,台南東寧店彼堤瑞兒精緻美甲美睫（Tainannail&Lash),701台灣台南市東區東寧路552號,06 235 9298,N/A,https://www.beautyrealm.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJwZOhSLx2bjQR5_BSbOWKYPU
台南市,中西區,台南東區彼堤瑞兒精緻美甲美睫(Tainan Nail&Lash),701台灣台南市東區仁和路51號,06 290 5850,N/A,https://www.beautyrealm.com.tw/?utm_source=google&utm_medium=google_adwordcpc1&utm_campaign=promotionadword1&gclid=CjwKCAjw1ej5BRBhEiwAfHyh1IN-tkZpnSTDTmHE4DQRADfCU9-GqzJvXzJq0ILNcBmZXJQOH2XF9BoC5CYQAvD_BwE,https://www.google.com/maps/place/?q=place_id:ChIJAa-WiqB2bjQRQNEuUVVhpAo
台南市,中西區,Verna Nail 美甲,710台灣台南市永康區復國一路178號,0983 319 982,N/A,https://instabio.cc/3031202fc6ed1,https://www.google.com/maps/place/?q=place_id:ChIJ-W6_r0N3bjQRMgfJCRLkjJA
台南市,中西區,Hedda art space 台南安南區美甲/安南區美甲/永康美甲/北區美甲/深夜美甲/台南美甲工作室/安南區凝膠指甲/安南區手足保養/安南區美甲推薦/安南區暈染美甲/安南區美甲店/安南區睫毛管理/安南區手足保養,709台灣台南市安南區府安路五段119巷58號,06 258 9037,N/A,https://lin.ee/QUASV9e,https://www.google.com/maps/place/?q=place_id:ChIJw5No-cd3bjQRsAqQiT5-GUs
台南市,中西區,雪霓新市｜美甲.霧眉.美睫.皮膚管理,744台灣台南市新市區富中街283號,N/A,N/A,https://instagram.com/_.y.x._studio?igshid=YmMyMTA2M2Y=,https://www.google.com/maps/place/?q=place_id:ChIJrxdfzE57bjQRf8F1ytBuh6o
台南市,中西區,Miruru nail studio-台南美甲-安平區美甲、凝膠美甲、手足保養、咬甲矯正、霧眉（完全預約制）,708台灣台南市安平區建平七街560號,N/A,@gpi0459u,https://line.me/R/ti/p/@gpi0459u,https://www.google.com/maps/place/?q=place_id:ChIJYVLL2jd3bjQR7jfseVHP37Q
台南市,中西區,療寓 T.H Nail Salon 台南永康美甲沙龍,710台灣台南市永康區龍橋街303號,0976 500 423,N/A,https://instagram.com/t.h___nail,https://www.google.com/maps/place/?q=place_id:ChIJrdoDw413bjQR0dz2ReXZ0sM
台南市,中西區,Laurens Nails 蘿倫絲美甲/南區美甲/深夜美甲,702台灣台南市南區新興路461巷10弄2號,0962 024 115,N/A,https://www.instagram.com/laurens.nailart_/,https://www.google.com/maps/place/?q=place_id:ChIJgZ1h9np3bjQRWjkBADf6FHw
台南市,中西區,Rei美甲精緻保養 ｜卷甲矯正｜手足保養｜問題甲護理｜卷甲矯正｜除毛｜霧眉｜霧唇｜美瞳眼線,717台灣台南市仁德區德善路72-3號,0953 077 621,N/A,https://instagram.com/rei_621nail?utm_medium=copy_link,https://www.google.com/maps/place/?q=place_id:ChIJxy_ZXJR1bjQRwZL22YuKNU8
台南市,中西區,拾指-Nail-台南美甲美睫,701台灣台南市東區東平路66號,0925 720 301,N/A,https://www.facebook.com/balongnail/,https://www.google.com/maps/place/?q=place_id:ChIJH2xFjsh3bjQRAYlbqfac5zI
台南市,中西區,瑪虹美甲工作室,852台灣高雄市茄萣區信義路三段168號二樓,0981 383 799,N/A,https://lin.ee/DxmQj4w,https://www.google.com/maps/place/?q=place_id:ChIJidCLNssKbjQR3Y6pmuSrUa8
台南市,中西區,Chiao nails studio/台南美甲,709台灣台南市安南區興安路133號,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJocjQc0F3bjQRyJhFfyLQQEs
台南市,中西區,W好時光美甲甜點手作/台南美甲/仁德美甲,717台灣台南市仁德區文善街156號,N/A,N/A,https://instagram.com/wangmaple?igshid=Yjk4NWM2ZWVkMw==,https://www.google.com/maps/place/?q=place_id:ChIJxRIx21h3bjQRGeSnAfuBm1o
台南市,中西區,Mia studio 霧眉 霧唇 美甲 美睫,708台灣台南市安平區國平路389號,N/A,N/A,https://lin.ee/FWql0az,https://www.google.com/maps/place/?q=place_id:ChIJ1xlmbc53bjQRMhVlNFThock
台南市,中西區,Ashley愛希里(東區裕農店)美甲美睫沙龍/台南美甲/美睫/除毛/紋繡/精油紓壓/美甲教學,701台灣台南市東區裕農路129號,N/A,N/A,https://www.facebook.com/ashley.since2016,https://www.google.com/maps/place/?q=place_id:ChIJzSqO4Zd2bjQRLeAilNsG-8Y
台南市,中西區,Solaso nail 手拉手台南美甲,701台灣台南市東區光明街86號,N/A,N/A,http://www.facebook.com/solasonail,https://www.google.com/maps/place/?q=place_id:ChIJv5YHYNB3bjQRKDj0YWOxliE
台南市,中西區,芮塔美甲藝術沙龍Rita nail/咬甲救星/BS貼片崁甲卷甲調整,710台灣台南市永康區洲尾街74巷27號,N/A,N/A,https://lin.ee/7H2eXLC,https://www.google.com/maps/place/?q=place_id:ChIJk9fri1x3bjQRyeOydqmPBk4
台南市,中西區,Ｍayer 梅而-美甲沙龍,701台灣台南市東區東平路9巷35號,0938 823 803,N/A,http://www.mayer-nail.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJ-yD1GL92bjQRTxbfa_7bGK0
台南市,中西區,仙女飄飄時尚美學 - 臨安店｜台南美睫美甲霧眉、美容紋繡推薦,700台灣台南市中西區臨安路一段170號,06 221 9939,N/A,https://www.missfairy.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJOUEUnZV3bjQR5byctx6jCPc
台南市,中西區,LISA美學台南文賢店/美睫/美甲/熱蠟美肌除毛/半永久紋繡/療癒spa,704台灣台南市北區文賢路635號,06 258 0123,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJJ0QmMbF3bjQRq3-17P8jgm4
台南市,中西區,JANE’S NEKO NAIL WORLD美甲工作室,711台灣台南市歸仁區大吉一街12巷2號,0936 516 631,N/A,https://lin.ee/rqN4gpd,https://www.google.com/maps/place/?q=place_id:ChIJAThp4MhxbjQR9qeLmsaU3Ro
台南市,中西區,L.M Nails 美甲/美睫/紋繡/除毛,702台灣台南市南區新都路545號,0906 551 375,N/A,https://www.facebook.com/ju.ngok.71?mibextid=LQQJ4d,https://www.google.com/maps/place/?q=place_id:ChIJkwkZyvp1bjQR-_-QdPr3QZE
