縣市,區域,店名,地址,電話,LINE聯絡方式,網站,地圖連結
高雄市,鼓山區,黑睫課美睫美甲沙龍-桃園店,,0906 009 883,N/A,https://www.facebook.com/BlackJackTY01/,https://www.google.com/maps/place/?q=place_id:ChIJFUN6RLgfaDQRRTs6UiF20Tg
高雄市,鼓山區,皇后大學《美甲/新秘》,,0910 119 997,N/A,https://www.facebook.com/Queenbeautycollage/,https://www.google.com/maps/place/?q=place_id:ChIJt2sB6bofaDQRP3sF9O-1m2U
高雄市,鼓山區,荷多娜藝術沙龍Hedone Art美甲 美睫 美容 紋繡中正店,,0980 772 305,N/A,https://lin.ee/7gqhK60,https://www.google.com/maps/place/?q=place_id:ChIJEb3_yLkfaDQRIQg-lWa_3nA
高雄市,鼓山區,Lumi Nail Studio 桃園美甲｜睫毛管理｜野生眉,,N/A,N/A,https://instagram.com/lumi_nail.studio?utm_medium=copy_link,https://www.google.com/maps/place/?q=place_id:ChIJHduhfbQfaDQRtS24TrTBATs
高雄市,鼓山區,初然美妍所 Initial Salon｜桃園做臉｜桃園清粉刺推薦｜桃園除毛｜桃園霧眉｜桃園美甲｜桃園按摩｜平價霧眉｜專業熱蠟除毛｜精油按摩｜紋繡推薦｜韓系美甲｜臉部保養｜手工清粉刺｜推薦美容師,,0905 512 122,N/A,https://www.instagram.com/initial_salon,https://www.google.com/maps/place/?q=place_id:ChIJm7OHB2sfaDQR6HwhzKG5Yyg
高雄市,鼓山區,The Look美學-做臉SPA、清粉刺、紋繡、美甲、美睫、熱蠟除毛、采耳、去角質、彩妝設計、全身舒療SPA,,03 302 2080,N/A,https://www.lynnstyle.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJATODogYfaDQR4a8pwRHa9pQ
高雄市,鼓山區,FLIRTORY.情調製造所,,0919 315 199,N/A,https://www.facebook.com/flirtoryears/,https://www.google.com/maps/place/?q=place_id:ChIJ7cHNCaAfaDQRx36MDAXAxv4
高雄市,鼓山區,桃園/蘆竹/大竹 Rmi時尚美睫美甲紋繡,,0915 101 912,N/A,https://www.facebook.com/iky3179r/,https://www.google.com/maps/place/?q=place_id:ChIJT6LPSYYfaDQRlRPwAZ66nLI
高雄市,鼓山區,亮麗時尚美甲美睫紋繡,,0983 153 068,N/A,https://www.facebook.com/AmyLoveSalon/,https://www.google.com/maps/place/?q=place_id:ChIJt1Ev6d0faDQRXDZffcCY8jA
高雄市,鼓山區,恬心美甲/美睫/眉毛/美容館,,0922 031 112,N/A,http://m.facebook.com/e1nails/,https://www.google.com/maps/place/?q=place_id:ChIJJeeJJLQfaDQRkxc10nOaVNs
高雄市,鼓山區,A+美甲美睫沙龍(永安捷運站) 中永和 頂溪景安古亭 美甲美睫推薦 手足保養 美甲教學 睫毛嫁接,,0933 804 103,@-,N/A,https://www.google.com/maps/place/?q=place_id:ChIJOeoxQN2pQjQRlr2DuQZJMtc
高雄市,鼓山區,美甲599美睫799,,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJE3aKq8AfaDQR0g7Gls3aPkE
高雄市,鼓山區,芷眉妍美學桃園八德中壢接睫毛美睫店/八德中壢美甲/桃園八德霧眉繡唇眼線/熱蠟脫毛私密處除毛服務,,0930 326 675,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJjUayA8wfaDQRbOGAKWgGa_s
高雄市,鼓山區,妍囍宮時尚美學/美甲/美睫/韓式半永久紋繡/粉霧眉/美瞳眼線/水晶嘟嘟唇,,0989 771 445,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJcYPMhakfaDQR4UZRpCNdKps
高雄市,鼓山區,MI BEAUTY南華店 桃園美睫 美睫教學,,03 338 0877,N/A,https://lin.ee/Jpr4kwT,https://www.google.com/maps/place/?q=place_id:ChIJCxpqUuofaDQRemHO85cpQlg
高雄市,鼓山區,J&S南崁美甲美睫熱蠟除毛教學培訓設計坊,,N/A,N/A,https://lin.ee/tVRXZeX,https://www.google.com/maps/place/?q=place_id:ChIJXcbf9G-gQjQRW5gsQlB4rvk
高雄市,鼓山區,RT Nail桃園流行平價快速美甲單色490造型790做到好【僅line預約制:@794gvuci】🌷今天明天可能還有空擋🌷,,N/A,N/A,https://reurl.cc/kEa6Rr,https://www.google.com/maps/place/?q=place_id:ChIJsRmto7sfaDQRa4qTbik32iw
高雄市,鼓山區,Liana 藝術美學-桃園紋繡.美甲.美睫.皮膚管理,,0910 731 433,N/A,https://www.facebook.com/Liana%E8%97%9D%E8%A1%93%E7%BE%8E%E5%AD%B8-%E6%A1%83%E5%9C%92%E7%B4%8B%E7%B9%A1%E7%BE%8E%E7%94%B2%E7%BE%8E%E7%9D%AB-908637135941545/,https://www.google.com/maps/place/?q=place_id:ChIJ73Ph7FwfaDQR1qEJa6rzEdQ
高雄市,鼓山區,8號創藝美甲&角蛋白睫毛,,N/A,N/A,https://www.facebook.com/profile.php?id=100084899318121&mibextid=LQQJ4d,https://www.google.com/maps/place/?q=place_id:ChIJVYr4wKofaDQRyuv1lG4pKZ8
高雄市,鼓山區,1990s studio|日式美睫 美甲 半永久,,0981 990 580,N/A,https://lin.ee/vfoAPGK,https://www.google.com/maps/place/?q=place_id:ChIJlcSjWr8haDQROq6huMiiha0
高雄市,鼓山區,小資美學 南崁二店,,03 311 8000,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJ18BNx6YfaDQRuDN9qSuTVYA
高雄市,鼓山區,M.H 時尚美學,,0931 200 747,N/A,https://www.facebook.com/Minniehousefinger/,https://www.google.com/maps/place/?q=place_id:ChIJR0P0ECEfaDQRedBbJPMOsyo
高雄市,鼓山區,IM+愛美佳 美甲美睫批發,,03 493 0800,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJJQPa17ojaDQRxEZeSrg0Xys
高雄市,鼓山區,Rose顏究所美學-桃園市府店,,0983 105 637,N/A,https://lightandshadow.com.tw/rose-beauty,https://www.google.com/maps/place/?q=place_id:ChIJJ8VQvs0faDQRhosRU79xKpQ
高雄市,鼓山區,NANA美甲美學,,03 333 7200,N/A,http://nanasalon.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJ3y9wSuMeaDQRvO68IabsWEg
高雄市,鼓山區,蓓娜米緹藝術美學Beinamiti Nail /龜山美甲/七彩耳燭/古法擀筋精油刮痧/指油壓按摩/睫毛管理/快速穿戴甲,,0930 581 510,N/A,https://instagram.com/beinamiti.art.aesthetics?igshid=MzRlODBiNWFlZA==,https://www.google.com/maps/place/?q=place_id:ChIJC0X9mMYfaDQRWKlTY0Q3l78
高雄市,鼓山區,綺妍美學,,0955 731 975,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJfSS5La0faDQRnbhoaIPdYSQ
高雄市,鼓山區,Nini美睫/美甲/半永久霧眉/行動到府&個人工作室,,0956 256 625,N/A,https://www.facebook.com/Nini52099/,https://www.google.com/maps/place/?q=place_id:ChIJTXFxUdsYaDQRiEXy5AcxDAA
高雄市,鼓山區,HN Nail 美甲 美睫 紋繡,,0981 336 663,N/A,https://www.haryubeauty.com/,https://www.google.com/maps/place/?q=place_id:ChIJB8e0iKUfaDQREU8nP2G_oOs
高雄市,鼓山區,菈芙LOVE專業美甲美睫紋綉設計,,0955 668 346,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJQxuVBTogaDQR14-I2Ph7kF4
高雄市,鼓山區,399元美甲美睫工作室,,0903 292 981,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJzQ_xLT0faDQR1ymI4oRRNws
高雄市,鼓山區,Rn air美甲｜手足保養｜坎甲處理｜睫毛管理｜眉雕塑,,0931 923 030,N/A,https://instagram.com/rn_nailsss?igshid=OGQ5ZDc2ODk2ZA==,https://www.google.com/maps/place/?q=place_id:ChIJz52HgoQfaDQRCN571PoOeTg
高雄市,鼓山區,Beauty眉甲惦 | 中壢深夜半永久/美甲/美睫,,0907 096 025,N/A,https://lin.ee/s0QJnWa,https://www.google.com/maps/place/?q=place_id:ChIJ64AkpuEjaDQRXA6LfpS8ItY
高雄市,鼓山區,No.5 美睫美甲沙龍,,0939 667 016,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJ8618Ix0iaDQRdPQHFqGeFkY
高雄市,鼓山區,A!BEAUTY 美容 美甲,,0955 988 982,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJd-gzmkYfaDQRiy4a1METvUA
高雄市,鼓山區,Maxine nails美甲｜紋繡 個人工作室,,0985 291 974,N/A,http://instagram.com/maxine__studio,https://www.google.com/maps/place/?q=place_id:ChIJmQ0HzuahQjQRKNj-g-vkS2o
高雄市,鼓山區,緋絢Hi NEW Nail Design-美甲美睫紋繡,,03 332 0476,N/A,https://lin.ee/DPIT8Kk,https://www.google.com/maps/place/?q=place_id:ChIJlZw0FC4faDQR7BZp9CPo07E
高雄市,鼓山區,美甲人人教學中心(創業課程/耗材販售/美甲教學/材料批發),,03 335 0288,N/A,https://www.facebook.com/nailp2/,https://www.google.com/maps/place/?q=place_id:ChIJEwtvQ_seaDQRo4432cESZpM
高雄市,鼓山區,Beauty Nail藝術美甲美睫,,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJL_eAhEKpQjQRJPDPUTir-RA
高雄市,鼓山區,nana.eyebrow 大溪美睫|八德霧眉霧唇|八德美睫|大溪霧眉霧唇|大溪八德美甲|繡唇|售韓國保養品,,0916 680 553,N/A,https://m.facebook.com/nanaeyebrow-216702673109912/,https://www.google.com/maps/place/?q=place_id:ChIJKev75aQZaDQRETySzQJPorc
高雄市,鼓山區,耳朵先生采耳明華店 依美琦2樓（純預約制，現場無工作人員）,明華路118號2樓,0987 568 854,N/A,https://myfreetime.io/shop/claireearspa,https://www.google.com/maps/place/?q=place_id:ChIJNeD7Oe0FbjQRuYfXpyt0avg
高雄市,鼓山區,耳迷Tammy's 采耳旗艦店,美術東四路413號,07 552 7502,N/A,https://rink.cc/cjr1w,https://www.google.com/maps/place/?q=place_id:ChIJM5liWtAFbjQR022yfvFLqug
高雄市,鼓山區,耳家 | 高雄采耳.耳燭舒壓.面部護理.掏耳清潔.肩頸舒壓,榮總路223巷1號,N/A,N/A,https://lin.ee/nfa2mm7,https://www.google.com/maps/place/?q=place_id:ChIJJbUjVZcFbjQRUEmPxiP4EcY
高雄市,鼓山區,Ya.Maear 高雄耳燭 掏耳 體雕 除毛,高鐵路390號,0984 320 692,N/A,https://lin.ee/RNpVAMe,https://www.google.com/maps/place/?q=place_id:ChIJzQwOp0YFbjQR6JBOIobjxzw
高雄市,鼓山區,海男 采耳專門店 高雄鳳山店,自治街71號,0977 009 991,N/A,https://lin.ee/p50tbsU,https://www.google.com/maps/place/?q=place_id:ChIJhVd2AGMbbjQRgMeIpC_MDKY
高雄市,鼓山區,芯妤spa男女越式洗髮｜高雄越式洗頭｜腳底按摩泡腳｜剪指甲修指甲｜做臉｜採耳耳燭,二聖二路80號,07 338 0359,N/A,https://lin.ee/eKIPSmi,https://www.google.com/maps/place/?q=place_id:ChIJvS3VQzsFbjQRLmL3_hjjHng
高雄市,鼓山區,潔音家 Jill's House 采耳/掏耳/頭臉按摩專門店,天津街185號,0983 413 923,N/A,https://www.jillshouse.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJ5S8UasQFbjQR1LWQpSfzEOk
高雄市,鼓山區,蘭玥♡玥橙Yue Cheng|高雄采耳·掏耳|熱蠟除毛|耳燭|腹臍燭|面部撥筋|艾草溫罐按摩,新莊一路146號Hunter亨特精品健身3樓,0979 823 327,N/A,https://lin.ee/Q3nUKKY,https://www.google.com/maps/place/?q=place_id:ChIJRWgSbbYFbjQRJ08eC2I-stI
高雄市,鼓山區,極光羽/碳酸泉夜間洗髮/有機頭皮養護/頭皮檢測/蘊育髮/睡眠采耳,文濱路121號,0909 133 415,N/A,https://www.jgyrelax.com.tw/,https://www.google.com/maps/place/?q=place_id:ChIJ0xUetC8bbjQR576teq8CePk
高雄市,鼓山區,VERY BEAUTIFUL 美學沙龍-高雄仁武店｜美甲美睫設計｜霧眉 採耳 接睫毛教學｜蜜蠟除毛課程｜美體按摩 疤痕覆蓋,八德東路240號,07 371 0505,N/A,https://lin.ee/y0xTu2E,https://www.google.com/maps/place/?q=place_id:ChIJw0_OpVoFbjQR1pC-EclhtbE
高雄市,鼓山區,ANJIE NAIL 專業美甲採耳,文龍東路668號2樓,N/A,N/A,https://instagram.com/_anjienail_?igshid=3vjwnr2u8yj4,https://www.google.com/maps/place/?q=place_id:ChIJxwPOjJ4bbjQR3lVgV9KBKME
高雄市,鼓山區,緩スロー｜高雄美甲⸝采耳⸝耳燭⸝眼部紓壓⸝臉部撥筋⸝暖宮臍燭⸝美睫⸝霧眉⸝角蛋白,學專路89號,0911 707 441,N/A,https://instagram.com/suro_store_?r=nametag,https://www.google.com/maps/place/?q=place_id:ChIJMZJIvpgPbjQRZ28aPsfUraA
高雄市,鼓山區,云朵美學,中華一路131巷16號,0936 970 255,N/A,https://instagram.com/lunababe0624?igshid=YmMyMTA2M2Y=,https://www.google.com/maps/place/?q=place_id:ChIJd100qasFbjQRjK8oanl4UeI
高雄市,鼓山區,女神光甯｜美甲美睫｜韓系化妝店｜霧眉修眉｜法式洗髮｜韓式類音波｜科技清粉刺｜問題肌｜熱蠟除毛｜創業教學｜育髮｜艾草撥筋｜證件照,青年路二段142之1號,0907 356 863,N/A,https://lin.ee/FgDpfLP,https://www.google.com/maps/place/?q=place_id:ChIJ36KC6bcbbjQR8jLPik8K3v0
高雄市,鼓山區,酥耳人。防空室su.earsmen採耳專門所,苓雅二路27-1號,0931 379 990,N/A,https://www.instagram.com/su.earsmen,https://www.google.com/maps/place/?q=place_id:ChIJTYYQK00FbjQRyS4FIE533gw
高雄市,鼓山區,尹氏美學yin’s beauty·美顏嫩雕·膠原喚醒·採耳燭·美睫·撥筋·黑眼圈遮瑕,龍勝路119號,0925 311 196,N/A,https://www.facebook.com/yinsbeauty/,https://www.google.com/maps/place/?q=place_id:ChIJeWPGTUsFbjQRptomVK14Yz8
高雄市,鼓山區,沐蕎eyelash美睫（韓式單根.6D開花.新中式款）/睫毛管理角蛋白/掏耳 /熱蠟除毛,福西街40號,N/A,N/A,https://lin.ee/NEGWvpj,https://www.google.com/maps/place/?q=place_id:ChIJOQD-IaAFbjQRAy3-4kw3-Mw
高雄市,鼓山區,星月覓靜｜滋養頭療專家｜喚泌育髮｜三民區,延吉街91號,0909 319 494,N/A,https://www.facebook.com/profile.php?id=100083345912127,https://www.google.com/maps/place/?q=place_id:ChIJzzlW2dsFbjQRa9Nhlj3EVHs
高雄市,鼓山區,耘美藝舒｜美甲美睫 艾草溫罐 采耳耳燭 撥筋 肚臍燭 美齒淨白 SMP紋髮 霧眉 請加入IG或line預約,赤仁路95號5樓,N/A,N/A,https://lin.ee/FIR7ntT,https://www.google.com/maps/place/?q=place_id:ChIJObSIbFkbbjQR0INwXfI3qvw
高雄市,鼓山區,漢娜美學Hannah Studio《高雄店》（台南熱蠟冰肌除毛推薦／男性女性無痛除毛／私密處比基尼除毛／美胸體雕推薦）,崗山北街34號,0966 669 060,N/A,https://www.hannahstudio-beauty.com/,https://www.google.com/maps/place/?q=place_id:ChIJNyqs9NcFbjQRVIYICmelPlo
高雄市,鼓山區,| Sleep EAR | 矽晶煥膚 | 液態皮秒 | 肌膚護理 | 采耳耳燭 | 高雄臉部保養 | 專業美容手工針清 |,熱河二街225號2F,0984 398 365,N/A,https://www.facebook.com/profile.php?id=100073654524564,https://www.google.com/maps/place/?q=place_id:ChIJ-S-r2OEFbjQRIJVo22S0r_4
高雄市,鼓山區,芸朵-專屬你的除毛精靈｜高雄 三民區｜熱蠟除毛、深夜除毛、孕婦除毛、採耳、耳燭｜,鼎華路240號,N/A,N/A,https://lin.ee/akkyzgW,https://www.google.com/maps/place/?q=place_id:ChIJY29LJu0FbjQRcBd5XD7SBvk
高雄市,鼓山區,yiyueer專業采耳工作室/做臉｜牛角撥筋｜皮膚管理｜育髮 /有專業義掏團隊,漢昌街漢昌街58巷3F,N/A,N/A,https://www.facebook.com/114384034583922/posts,https://www.google.com/maps/place/?q=place_id:ChIJ5bc-O-8FbjQR_WiO00FxH8k
高雄市,鼓山區,「那對耳朵」 睡眠采耳燭|頭療|撥筋|霧眉|韓式紋髮專門店暨創業教學（line完全預約制）,青海路181號3樓,0918 531 373,N/A,https://line.me/ti/p/rEVTxbLuSB,https://www.google.com/maps/place/?q=place_id:ChIJU7oPeN8FbjQRK-a9dSfzsoU
高雄市,鼓山區,花現覓淨｜蒔艾溫罐｜地毯式清粉刺專門店｜艾草溫罐｜皮膚管理|高雄｜三民區｜不包堂不推銷,義永路30號,N/A,N/A,https://instagram.com/grace_face_care?igshid=YmMyMTA2M2Y=,https://www.google.com/maps/place/?q=place_id:ChIJf5iziAUFbjQRzEEPw6g1VTI
高雄市,鼓山區,維娜斯美學空間/美體/美甲/採耳,文忠路70號,N/A,N/A,https://www.facebook.com/profile.php?id=100063850089971&mibextid=LQQJ4d,https://www.google.com/maps/place/?q=place_id:ChIJ5dD0RpkFbjQRb51QV-7EbmM
高雄市,鼓山區,高雄三民掏耳清潔專科/採耳 spa/耳燭/眼部舒壓護理/沐茸• 掏耳專科Ear cleaning,正忠路455巷6弄8號,N/A,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJ5QCmbgAFbjQRu9yW0FBBGEk
高雄市,鼓山區,俐齊美學，日式美睫/半永久紋繡/熱蠟除毛/采耳,忠貞街69號,0927 127 883,N/A,https://www.facebook.com/%E4%BF%90%E9%BD%8A%E7%BE%8E%E5%AD%B8-106063547888324/,https://www.google.com/maps/place/?q=place_id:ChIJffEgJyMFbjQRGnmRlsA1DHA
高雄市,鼓山區,朵秘美學,大裕路174巷56號,0976 614 719,N/A,https://www.instagram.com/year_spa_studio,https://www.google.com/maps/place/?q=place_id:ChIJx9l8q84FbjQRSs7ve9EWDeA
高雄市,鼓山區,忙裡偷閒工作室（經脈穴位按摩、採耳、教學）《按摩推薦》仁武區全身按摩｜經絡按摩｜甲狀腺按摩｜按摩保養｜耳穴按摩｜睡眠採耳,八德中路217號,0981 929 950,N/A,https://m.facebook.com/profile.php?id=61562346209421&name=xhp_nt__fb__action__open_user,https://www.google.com/maps/place/?q=place_id:ChIJu0RtsdIFbjQRtQ4bq7wZedA
高雄市,鼓山區,沐芸·美學good time ladies,義華路440號2樓,0989 057 106,N/A,https://reurl.cc/VLQqXZ,https://www.google.com/maps/place/?q=place_id:ChIJhfyNOAUFbjQRnOjR49jaHd4
高雄市,鼓山區,B.mb美容美體中心,興中二路75號號3樓,0981 230 234,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJWdwRN04FbjQRRrGFa4Jp71M
高雄市,鼓山區,成銘時尚美學 科技野生眉 線條眉 紋眉 紋唇 美瞳線 仁武做臉 法國sothys男女專業護膚 仁武除毛 仁武按摩 仁武采耳 仁武洗眼 仁武洗鼻 仁武美甲,仁光路17號,0982 488 951,N/A,https://g.page/Chengmieng0982488951,https://www.google.com/maps/place/?q=place_id:ChIJD0ORqAsbbjQR8evFHKgvHKk
高雄市,鼓山區,Nuko美學,後昌路797巷16號,N/A,N/A,https://www.facebook.com/nuko.ear/,https://www.google.com/maps/place/?q=place_id:ChIJiYowilMPbjQRWxK0hh1KaPQ
高雄市,鼓山區,Sa琳Spa越式洗髮男女手足-楠梓越式洗髮｜楠梓洗頭按摩｜高雄楠梓推薦養身洗頭按摩｜高雄市洗頭按摩｜楠梓後勁加工區洗髮按摩｜左營洗頭按摩｜高雄仁武大社越式洗頭按摩,加昌路290號,0979 299 568,N/A,https://www.facebook.com/share/q5rRcCh7eoTGpe6k/?mibextid=qi2Omg,https://www.google.com/maps/place/?q=place_id:ChIJVchEe18PbjQRqAXphY7IdmI
高雄市,鼓山區,LANYUE蘭玥‣高雄日式美睫﹨采耳耳燭﹨睫毛管理﹨面部撥筋﹨艾草溫罐﹨霧眉霧唇,新莊一路146號3F,N/A,N/A,https://www.instagram.com/lannie__salon?igsh=MXQwOHk0bXNyaWwwag%3D%3D&utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJNVnxgQoPbjQROip91SuvD8w
高雄市,鼓山區,那個嚕嚕 Lagruru Studio 高雄 ｜ RICA熱蠟除毛 / 冰肌除毛 / 霧眉 / 睫毛角蛋白 / 舒壓SPA / 臉部撥筋 / 頭肩頸按摩,重愛路409號3樓,N/A,N/A,https://lin.ee/cKQmHq5,https://www.google.com/maps/place/?q=place_id:ChIJz_vfXsIFbjQR6vzg2mI2enE
高雄市,鼓山區,K.Y 凱韻時尚美學｜熱蠟除毛｜高雄美容｜天然植萃保養品｜採耳｜耳燭淨化舒壓,鼎成街14號1F,N/A,N/A,http://instagram.com/Kaiyun.226,https://www.google.com/maps/place/?q=place_id:ChIJTxqa65SzKEYR-5NIzf2CzMg
高雄市,鼓山區,菜菜子 熱蠟除毛｜Rica熱蠟｜,民族一路,N/A,N/A,https://instagram.com/_nan_aco_?igshid=OGQ5ZDc2ODk2ZA==,https://www.google.com/maps/place/?q=place_id:ChIJe3FTqBEFbjQRwQzHYnaj6BI
高雄市,鼓山區,溫鬆 高雄鳳山撥筋 ︎耳燭,文衡路42號2樓,N/A,N/A,http://instagram.com/joannerwan?utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJC7Jk4eIbbjQR8cie6LjbN-c
高雄市,鼓山區,伊蘿美學． Iro beauty studio,中山西路357號,0901 433 399,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJdy0owdsbbjQRGgLCDJXZoQ0
高雄市,鼓山區,引耳·入室採耳店,青年一路229號2F,07 338 0502,N/A,https://m.facebook.com/in.ear.spa/?ref=py_c,https://www.google.com/maps/place/?q=place_id:ChIJH5qj89QFbjQRIxUKO4xhyR0
高雄市,鼓山區,芯薇越式洗髮-高雄左營(越式洗髮，洗頭，按摩，採耳) 高雄(越式按摩，精油舒壓，紓壓放鬆),重信路570號,07 347 8000,N/A,https://shop4719.noon360.com/mainssl/modules/MySpace/index.php?sn=shop4719,https://www.google.com/maps/place/?q=place_id:ChIJ802K3eIFbjQRlcr4KiygRJU
高雄市,鼓山區,韓伊美學 高雄做臉／清粉刺／痘痘／美胸按摩／耳燭,文衡路296號,0907 230 700,N/A,N/A,https://www.google.com/maps/place/?q=place_id:ChIJO3eQYiEbbjQRiyxWlhiv-cs
高雄市,鼓山區,LOVELY SPA 昕想純越式養生洗髮,"No. 79號, No. 79號國光路",0905 610 669,N/A,https://www.facebook.com/share/1AT586fQND/,https://www.google.com/maps/place/?q=place_id:ChIJN_46pC78y2MRUIkROkwt1k0
